2019-03-20 17:52:43,714 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-manager-web/src/test/java
2019-03-20 17:52:43,714 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-manager-web/src/test/resources
2019-03-20 17:52:44,442 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-pojo/src/main/java
2019-03-20 17:52:44,443 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-pojo/src/main/resources
2019-03-20 17:52:44,443 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-pojo/src/test/java
2019-03-20 17:52:44,444 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-pojo/src/test/resources
2019-03-20 17:52:44,645 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-sellergoods-interface/src/main/java
2019-03-20 17:52:44,645 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-sellergoods-interface/src/main/resources
2019-03-20 17:52:44,646 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-sellergoods-interface/src/test/java
2019-03-20 17:52:44,646 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-sellergoods-interface/src/test/resources
2019-03-20 17:52:44,761 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-sellergoods-series/src/main/java
2019-03-20 17:52:44,761 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-sellergoods-series/src/main/resources
2019-03-20 17:52:44,762 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-sellergoods-series/src/test/java
2019-03-20 17:52:44,762 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-sellergoods-series/src/test/resources
2019-03-20 17:52:44,977 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-shop-web/src/main/java
2019-03-20 17:52:44,977 [Worker-14: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-shop-web/src/main/resources
